puzzleId,title,identifiers
4544,Apple Picking,6.RP.A.3
4640,Days on Other Planets,6.RP.A.3
4724,Downloading Duel,6.RP.A.3
5156,Ostrich Llama Count,6.RP.A.3
5288,Bartering for Bananas,6.RP.A.3
16004,Kaytee's Contest,6.RP.A.3
17065,Val's Value,6.RP.A.3
1982,Buying Cola,6.RP.A.3.b
445,Frugal Freeda,6.RP.A.3.c
1417,The Twelve Percents of Christmas,6.RP.A.3.c
1669,Back-to-school Supplies,6.RP.A.3.c
2911,Count the Discount,6.RP.A.3.c
3548,Coast to Coast Driving Costs,6.RP.A.3.c
4088,Mikey and Lily Eat Cereal,6.RP.A.3.c
4100,Cynthia's Solitaire Challenge,6.RP.A.3.c
5312,"Waste Not, Want Not",6.RP.A.3.c
3379,Penny Dates,6.SP.B.5.c
3428,Scale Stepping,6.SP.A.2
3956,Marathon Man,6.SP.B.5.b
4124,Ian's Rides,6.SP.B.5.b
4616,Richard's Rides,6.SP.B.5.c
